OBJECTID,F5_Digit_NTD_ID,NTDID5,Legacy_NTD_ID,Agency_Name,Reporter_Acronym,Doing_Business_As,Reporter_Status,Reporter_Type,Reporting_Module,Organization_Type,Reported_By_NTD_ID,Reported_by_Name,Subrecipient_Type,FY_End_Date,Original_Due_Date,Address_Line_1,Address_Line_2,PO_Box,City,State,Zip_Code,Zip_Code_Ext,Region,URL,FTA_Recipient_ID,Service_Area_Sq_Miles,Service_Area_Pop,Primary_UZA,UZA_Name,Tribal_Area_Name,Density,Sq_Miles,Required_Reporter,VOMS_DO,VOMS_PT,Total_VOMS,Volunteer_Drivers,Personal_Vehicles,MSGUSPS,MSG2KX,LON,LAT,NTMParticipation
1171,4R03-41196,41196,4R03-016,Bleckley County Transit,BCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,112 North Second Street							, , ,Cochran,GA,31014,9678,4,http://www.bleckley.org, ,0,0,0, , ,0,0, ,3, ,3, , ,90% Overall probable correctness,** Street-Level Rooftop **,-83.355231,32.387178,Yet To Be Contacted
1172,4R03-44936,44936, ,Brantley County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,33 Allen Road, ,398,Nahunta,GA,31553, ,4, , ,0,0,0, , ,0,0, ,1, ,1, , ,100% Overall probable correctness,** Street-Level Rooftop **,-81.987179,31.200699,Yet To Be Contacted
1173,4R03-44937,44937, ,Ben HIll, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,402-A East Pine Street, , ,Fitzgerald,GA,31750,2866,4,http://www.benhillcounty.com/fyi/transit.htm, ,0,0,0, , ,0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.250147,31.713804,Yet To Be Contacted
1174,4R03-60208,60208,7R03-038,"Greyhound Lines, Inc.", , ,Active,Rural Reporter,Rural,Private-For-Profit Corporation,4R03,Georgia Department of Transportation,Intercity Bus,6/30/2016 0:00,10/31/2016 0:00,350 N St. Paul Street, , ,Dallas,TX,75201, ,6,www.greyhound.com, ,0,0,0, , ,0,0, ,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-96.796868,32.783529,Yet To Be Contacted
1175,4R04,04R04,4R04,Kentucky Transportation Cabinet,KYTC, ,Active,State Reporter,Rural, , , , ,6/30/2016 0:00,10/31/2016 0:00,Office of Transportation Delivery,200 Mero Street, ,Frankfort,KY,40622, ,4,http://www.transportation.ky.gov/,1003,0,0,0, , ,0,0, ,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.874368,38.201645,Yet To Be Contacted
1176,4R04-40909,40909,4R04-024,"Middle Kentucky River Area Development Council, Inc.",MKRADC, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1137 Main St, , ,Jackson,KY,41339, ,4, , ,0,0,0, , ,0,0, ,15, ,15, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.384847,37.553298,Yet To Be Contacted
1177,4R04-40941,40941,4R04-019,"Rural Transit Enterprises Coordinated, Inc.",RTEC, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,100 East Main Street, ,746,Mt. Vernon,KY,40456, ,4,http://www.4rtec.com/, ,0,0,0, , ,0,0, ,173, ,173, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.338373,37.35277,Yet To Be Contacted
1178,4R04-40948,40948,4R04-001,Bluegrass Community Action Agency,BGCAA, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,111 Professional Ct., , ,Frankfort,KY,40602, ,4,http://bluegrasscommunityaction.org/Pages/bus.html, ,0,0,0, , ,0,0, ,72, ,72, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.826978,38.164308,Yet To Be Contacted
1179,4R04-40953,40953,4R04-015,"Pennyrile Allied Community Services, Inc.",PACS, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1100 Liberty St, , ,Hopkinsville,KY,42241, ,4,http://www.pacs-ky.org/, ,0,0,0, , ,0,0, ,93, ,93, , ,100% Overall probable correctness,** Street-Level Rooftop **,-87.487466,36.863665,Yet To Be Contacted
1180,4R04-40971,40971,4R04-009,Licking Valley CAP,LVCAP, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,203 High St., , ,Flemingsburg,KY,41041, ,4,http://www.lvcap.com/, ,0,0,0, , ,0,0, ,37, ,37, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.740268,38.415546,Yet To Be Contacted
1181,4R04-40972,40972,4R04-025,Gateway Community Services Organization,GCSO, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,151 University Drive, ,367,West Liberty,KY,41472, ,4,http://www.gcscap.org/Programs/Transportation.aspx, ,0,0,0, , ,0,0, ,1, ,1, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-83.2806,37.9212,Yet To Be Contacted
1182,4R04-40979,40979,4R04-022,"KY River Foothills Development Council, Inc.",KRFDC, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,309 Spangler Dr., , ,Richmond,KY,40475, ,4,http://www.foothillscap.org/Services/, ,0,0,0, , ,0,0, ,41, ,41, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.315915,37.735057,Yet To Be Contacted
1183,4R04-40997,40997,4R04-032,Owen County Fiscal Court,OCFC, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,100 N. Thomas, , ,Owenton,KY,40359, ,4, , ,0,0,0, , ,0,0, ,9, ,9, , ,90% Overall probable correctness,** Street-Level Rooftop **,-84.836995,38.536987,Yet To Be Contacted
1184,4R04-41006,41006,4R04-016,Sandy Valley Transportation Services,SVTS, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,81 Resource Court, , ,Prestonsburg,KY,41653, ,4,http://svtransport.org/, ,0,0,0, , ,0,0, ,65, ,65, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.778191,37.69309,Yet To Be Contacted
1185,4R04-41013,41013,4R04-012,Paducah Transit Authority,PTA, ,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,850 Harrison St., , ,Paducah,KY,42002, ,4,http://www.paducahtransit.com/, ,0,0,0, , ,0,0, ,56, ,56, , ,100% Overall probable correctness,** Street-Level Rooftop **,-88.606815,37.088084,Yet To Be Contacted
1186,4R04-41023,41023,4R04-003,Daniel Boone Development Council,DBDC, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1535 Shamrock Rd, , ,Manchester,KY,40962, ,4,http://danielboonecaa.org/programs/transportation, ,0,0,0, , ,0,0, ,103, ,103, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-83.7302,37.1885,Yet To Be Contacted
1187,4R04-41032,41032,4R04-013,Maysville Transit System,MTS, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1678 Martha Comer Dr, , ,Maysville,KY,41056, ,4,http://www.cityofmaysville.com/transportation/, ,0,0,0, , ,0,0, ,8, ,8, , ,House # not found on this street,**  Centroid Lat/Long   **,-83.7874,38.6633,Yet To Be Contacted
1188,4R04-41053,41053,4R04-011,Murray-Calloway County Transit Authority,MCTA, ,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1111 Transit Way, , ,Murray,KY,42071, ,4,http://www.murraytransit.com/, ,0,0,0, , ,0,0, ,23, ,23, , ,100% Overall probable correctness,** Street-Level Rooftop **,-88.329499,36.624783,Yet To Be Contacted
1189,4R04-41083,41083,4R04-006,Glasgow Transit System,GLAS, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,310 West Front St, , ,Glasgow,KY,42141, ,4,http://www.cityofglasgow.org/city_departments/, ,0,0,0, , ,0,0, ,1, ,1, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.913074,36.998306,Yet To Be Contacted
1190,4R04-41090,41090,4R04-027,"Louisville WHEELS Transportation, Inc",LOUWHEELS, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1134 S. Preston St., , ,Louisville,KY,40203, ,4, , ,0,0,0, , ,0,0, ,68, ,68, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.749451,38.235423,Yet To Be Contacted
1191,4R04-41094,41094,4R04-014,Northeast KY Area Development Council,NEAST, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,539 Hitchins Ave., , ,Olive Hill,KY,41164, ,4,http://www.nkcaa.net/index.php/programs/, ,0,0,0, , ,0,0, ,18, ,18, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.18606,38.299569,Yet To Be Contacted
1192,4R04-41098,41098,4R04-007,"Harlan County Community Action Agency, Inc.",HCCAA, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,319 Camden St, ,1556,Harlan,KY,40831, ,4,http://www.harlancountycaa.com/web/, ,0,0,0, , ,0,0, ,30, ,30, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.327534,36.840189,Yet To Be Contacted
1193,4R04-41120,41120,4R04-005,Frankfort Transit System,FKFT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,315 West Second St., , ,Frankfort,KY,40602, ,4,http://transit.frankfort.ky.gov/, ,0,0,0, , ,0,0, ,15, ,15, , ,90% Overall probable correctness,** Street-Level Rooftop **,-84.878295,38.194873,Yet To Be Contacted
1194,4R04-41165,41165,4R04-026,Central Kentucky Community Action Council,CKCAC, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,302 Hood Avenue, , ,Lebanon,KY,40033, ,4,http://www.ckcac.org/, ,0,0,0, , ,0,0, ,50, ,50, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.250624,37.574526,Yet To Be Contacted
1195,4R04-41179,41179,4R04-004,Fulton County Transit Authority,FCTA, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R04,Kentucky Transportation Cabinet,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,300 Eastwood Dr, ,1601,Fulton,KY,42041, ,4,http://www.61south.com/FultonTransit.html, ,0,0,0, , ,0,0, ,31, ,31, , ,100% Overall probable correctness,** Street-Level Rooftop **,-88.894717,36.516388,Yet To Be Contacted
1196,4R05,04R05,4R05,Mississippi Department of Transportation,MDOT, ,Active,State Reporter,Rural, , , , ,9/30/2016 0:00,1/31/2017 0:00,401 North West Street, ,1850,Jackson,MS,39201,1850,4,http://www.gomdot.com/,1009,0,0,0, , ,0,0, ,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-90.183487,32.303877,Yet To Be Contacted
1197,4R05-40916,40916,4R05-016,"United Community Action Committee, Inc.",UCAC, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,380 Ripley Avenue, ,338,Ashland,MS,38603,338,4, , ,0,0,0, , ,0,0, ,13, ,13, , ,100% Overall probable correctness,** Street-Level Rooftop **,-89.18208,34.83329,Yet To Be Contacted
1198,4R05-40922,40922,4R05-015,"South Central Community Action Agency, Inc.",SCCAA, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,110 4th Street, ,129,D'Lo,MS,39062, ,4,yoursccaa.com, ,0,0,0, , ,0,0, ,11, ,11, , ,90% Overall probable correctness,**  Centroid Lat/Long   **,-89.9126,31.9579,Yet To Be Contacted
1199,4R05-40935,40935,4R05-022,Delta Bus Lines,DBL, ,Active,Rural Reporter,Rural,Private-For-Profit Corporation,4R05,Mississippi Department of Transportation,Intercity Bus,9/30/2016 0:00,1/31/2017 0:00,1604 State Street, ,1214,Clarksdale,MS,38614,1244,4,http://www.deltabuslines.com, ,0,0,0, , ,0,0, ,0, ,0, , ,90% Overall probable correctness,** Street-Level Rooftop **,-90.556906,34.196528,Yet To Be Contacted
1200,4R05-40955,40955,4R05-005,Hinds County Human Resource Agency,HCHRA, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,258 Maddox Road, ,22657,Jackson,MS,39212,2657,4,http://hchra.org/programs/rural-transport-program, ,0,0,0, , ,0,0, ,11, ,11, , ,100% Overall probable correctness,** Street-Level Rooftop **,-90.283139,32.269277,Yet To Be Contacted
1201,4R05-40957,40957,4R05-020,NROUTE,NROUTE, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,2501 Halls Ferry Road, , ,Vicksburg,MS,39180,4222,4,www.vicksburg.org, ,0,0,0, , ,0,0, ,12, ,12, , ,100% Overall probable correctness,** Street-Level Rooftop **,-90.87797,32.335196,Yet To Be Contacted
1202,4R05-40969,40969,4R05-025,Madison County Citizens Services Agency,MCCSA, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,1005 West Peace Street, ,1358,Canton,MS,39046,3735,4,http://mccsaweb.org/Transportation.html, ,0,0,0, , ,0,0, ,9, ,9, , ,100% Overall probable correctness,** Street-Level Rooftop **,-90.050712,32.612386,Yet To Be Contacted
1203,4R05-40987,40987,4R05-019,Copiah County Human Resource Agency,CCHRA, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,640 Georgetown Street  Suite 2, ,448,Hazlehurst,MS,39083,448,4,http://mssmartregion.org/transit_providers/copiah_, ,0,0,0, , ,0,0, ,12, ,12, , ,100% Overall probable correctness,** Street-Level Rooftop **,-90.380951,31.874457,Yet To Be Contacted
1204,4R05-41024,41024,4R05-018,Mississippi Valley State University Mass Transit,MVSU, ,Active,Rural Reporter,Rural,University,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,14000 Highway 82 West, ,7292,Itta Bena,MS,38941,1400,4,http://www.mvsu.edu/campus_facilities_services/mai, ,0,0,0, , ,0,0, ,23, ,23, , ,100% Overall probable correctness,** Street-Level Rooftop **,-90.294188,33.526847,Yet To Be Contacted
1205,4R05-41030,41030,4R05-035,SMART Starkville-MSU Area Rapid Transit,SMART, ,Active,Rural Reporter,Rural,University,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,95 Buckner Lane, ,6350,MSU,MS,39762, ,4,http://www.msstate.edu/, ,0,0,0, , ,0,0, ,23, ,23, , ,Street not found,**  Centroid Lat/Long   **,-88.7407,33.4908,Yet To Be Contacted
1206,4R05-41039,41039,4R05-014,Northeast Mississippi Community Services,NEMS, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,801 Hatchie Street, ,930,Booneville,MS,38829,4803,4, , ,0,0,0, , ,0,0, ,32, ,32, , ,100% Overall probable correctness,** Street-Level Rooftop **,-88.544857,34.647126,Yet To Be Contacted
1207,4R05-41044,41044,4R05-027,Community Development Inc.,CDI, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,109 A Elm Avenue, ,689,Richton,MS,39476,2201,4,alwayscditransit.info, ,0,0,0, , ,0,0, ,21, ,21, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-88.95,31.3544,Yet To Be Contacted
1208,4R05-41051,41051,4R05-004,"Five County Child Development Program, Inc.",FCCD, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,2312 Columbia Avenue, ,1195,Prentiss,MS,39474,1195,4,http://headstartprograms.org/detail, ,0,0,0, , ,0,0, ,11, ,11, , ,House # not found on this street,** Street-Level Rooftop **,-89.865447,31.599989,Yet To Be Contacted
1209,4R05-41052,41052,4R05-030,City of Oxford,COX, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,409 McElroy Drive, , ,Oxford,MS,38655,4068,4,http://www.oxfordms.net/visitors/transit/bus-route, ,0,0,0, , ,0,0, ,27, ,27, , ,100% Overall probable correctness,** Street-Level Rooftop **,-89.534053,34.380119,Yet To Be Contacted
1210,4R05-41096,41096,4R05-003,Claiborne County Human Resource Agency,CCHRA, ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,1703 Bridewell Lane, ,719,Port Gibson,MS,39150,2809,4,http://www.cchra-publictransit.com/, ,0,0,0, , ,0,0, ,21, ,21, , ,100% Overall probable correctness,** Street-Level Rooftop **,-90.978508,31.946545,Yet To Be Contacted
